YEAR,region,agro_ecological_zone,season,environment_condition,latitude,longitude,elevation,rainfall_mm,mean_temperature,soil_type,soil_pH,soil_N_content,soil_P_content,soil_K_content,ENTRY,Pedigree,Name,breeding_institution,maturity_group,rep,days_to_anthesis,Days_to_silking,anthesis_silking_interval,plant_height,ear_height,husk_cover,plant_aspect,field_weight,ear_harvested,ear_per_plant,ear_aspect,grain_moisture,grain_yield,staygreen
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,167,SMLW-121 x IITA 1878,ILOMAZ-87,Unilorin,late,2,67,68,1,55,15,1.5,5,0.04,2,1,5,12.5,139.08,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,168,SMLW-121 x SAM 50 Male,ILOMAZ-88,Unilorin,late,1,67,70,3,128,48,2,4,0.26,7,0.88,4,12.5,935.53,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,168,SMLW-121 x SAM 50 Male,ILOMAZ-88,Unilorin,late,2,65,66,1,132,55,2,3.5,0.06,3,1,5,12.5,231.76,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,169,SMLW-122 x IITA 1876,ILOMAZ-89,Unilorin,late,1,69,72,3,192,95,3,3.5,0.55,6,0.86,5,9.2,2086.56,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,169,SMLW-122 x IITA 1876,ILOMAZ-89,Unilorin,late,2,72,73,1,120,60,2,3.5,0.02,1,1,5,12.5,75.76,8
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,170,SMLW-122 x IITA 1878,ILOMAZ-90,Unilorin,late,1,69,72,3,192,95,3,3.5,0.55,6,0.86,5,9.2,2086.56,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,170,SMLW-122 x IITA 1878,ILOMAZ-90,Unilorin,late,2,70,73,3,152,125,2,2.5,0.26,5,0.83,3,12.5,943.44,3
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,171,SMLW-122 x SAM 50 Male,ILOMAZ-91,Unilorin,late,1,72,73,1,126,51,2,4,0.17,7,0.88,5,12.5,614.9,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,171,SMLW-122 x SAM 50 Male,ILOMAZ-91,Unilorin,late,2,62,63,1,121,44,2,4,0.24,6,0.75,4,12.5,863.79,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,172,SMLW-127 x IITA 1876,ILOMAZ-92,Unilorin,late,1,70,74,4,156,51,2.5,4,0.18,5,0.63,3,12.5,658.82,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,172,SMLW-127 x IITA 1876,ILOMAZ-92,Unilorin,late,2,71,72,1,100,40,1.5,4.5,0.11,2,1,3.5,12.5,415.79,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,173,SMLW-127 x IITA 1878,ILOMAZ-93,Unilorin,late,1,70,73,3,145,97,1,2,0.09,3,1,4,6.8,350.87,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,173,SMLW-127 x IITA 1878,ILOMAZ-93,Unilorin,late,2,67,68,1,168,105,3,4,0.25,10,0.83,5,12.5,932.24,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,174,SMLW-127 x SAM 50 Male,ILOMAZ-94,Unilorin,late,1,70,73,3,168,83,2,4,0.66,6,0.67,5,12.5,2409.54,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,174,SMLW-127 x SAM 50 Male,ILOMAZ-94,Unilorin,late,2,68,71,3,118,107,2,3,0.65,12,0.75,2,12.5,2371.76,2
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,175,SMLW-134 x IITA 1876,ILOMAZ-95,Unilorin,late,1,66,71,5,119,38,2.5,4,0.12,5,1,5,12.5,434.82,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,175,SMLW-134 x IITA 1876,ILOMAZ-95,Unilorin,late,2,66,71,5,101,38,1.5,4.5,0.14,3,1,4,12.5,512.42,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,176,SMLW-134 x IITA 1878,ILOMAZ-96,Unilorin,late,1,72,73,1,155,51,2.5,4,0.13,3,0.6,3,12.5,465.57,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,176,SMLW-134 x IITA 1878,ILOMAZ-96,Unilorin,late,2,69,72,3,165,53,3,3.5,0.03,1,1,5,12.5,117.12,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,177,SMLW-134 x SAM 50 Male,ILOMAZ-97,Unilorin,late,1,68,71,3,138,102,2,3,1.73,12,0.75,2,12.5,6324.71,2
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,177,SMLW-134 x SAM 50 Male,ILOMAZ-97,Unilorin,late,2,67,68,1,160,92,2,3.5,0.01,1,1,3,12.5,32.94,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,178,SMLW-135 x IITA 1876,ILOMAZ-98,Unilorin,late,1,68,71,3,138,102,2,3,1.6,12,0.75,2,12.5,5856.21,2
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,178,SMLW-135 x IITA 1876,ILOMAZ-98,Unilorin,late,2,72,73,1,142,93,2,3.5,0.09,8,0.67,5,12.5,336.99,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,179,SMLW-135 x IITA 1878,ILOMAZ-99,Unilorin,late,1,66,68,2,141,46,3,2.5,0.51,6,1,2,12.5,1853.49,3
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,179,SMLW-135 x IITA 1878,ILOMAZ-99,Unilorin,late,2,69,74,5,124,34,3,4.5,0.21,4,0.8,3,12.5,784.73,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,180,SMLW-135 x SAM 50 Male,ILOMAZ-100,Unilorin,late,1,69,74,5,139,46,3,4.5,0.13,5,1,4,12.5,474.35,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,180,SMLW-135 x SAM 50 Male,ILOMAZ-100,Unilorin,late,2,67,68,1,212,88,2,2,0.14,4,1,3,12.5,512.42,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,181,SMLW-140 x IITA 1876,TELA-01,CIMMYT and IITA,late,1,64,68,4,177,82,2,3.5,0.63,8,0.67,5,8.9,2405.33,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,181,SMLW-140 x IITA 1876,TELA-01,CIMMYT and IITA,late,2,69,71,2,148,93,2,3.5,0.26,11,0.73,5,12.5,938.82,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,182,SMLW-140 x IITA 1878,TELA-02,CIMMYT and IITA,late,1,68,70,2,193,93,2,4,0.67,7,1,5,6.9,2591.79,7
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,182,SMLW-140 x IITA 1878,TELA-02,CIMMYT and IITA,late,2,64,68,4,153,95,2,2,0.32,6,1,3,12.5,1176,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,183,SMLW-140 x SAM 50 Male,TELA-03,CIMMYT and IITA,late,1,69,73,4,137,47,2,4.5,0.15,4,0.8,4,12.5,531.45,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,183,SMLW-140 x SAM 50 Male,TELA-03,CIMMYT and IITA,late,2,69,70,1,135,57,1.5,4,0.48,6,1.2,2,12.5,1759.79,3
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,184,SMLW-143 x IITA 1876,TELA-04,CIMMYT and IITA,late,1,72,73,1,117,31,2,5,0.05,1,1,5,12.5,171.29,7
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,184,SMLW-143 x IITA 1876,TELA-04,CIMMYT and IITA,late,2,64,68,4,163,70,2,2,0.32,6,1,3,12.5,1171.24,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,185,SMLW-143 x IITA 1878,TELA-05,CIMMYT and IITA,late,1,64,70,6,163,52,2,3,0.06,2,0.4,3,12.5,203.8,3
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,185,SMLW-143 x IITA 1878,TELA-05,CIMMYT and IITA,late,2,63,66,3,118,90,2,3,0.27,8,0.73,5,12.5,975.06,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,186,SMLW-143 x SAM 50 Male,TELA-06,CIMMYT and IITA,late,1,67,68,1,162,43,2,3.5,0.09,1,1,5,8.2,336.38,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,186,SMLW-143 x SAM 50 Male,TELA-06,CIMMYT and IITA,late,2,64,68,4,50,41,2,2.5,0.06,1,0.5,5,12.5,231.25,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,187,SMLW-144 x IITA 1876,TELA-07,CIMMYT and IITA,late,1,66,67,1,103,36,2,5,0.04,1,1,5,12.5,136.16,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,187,SMLW-144 x IITA 1876,TELA-07,CIMMYT and IITA,late,2,70,73,3,123,41,2,4,0.65,16,1.07,3,12.5,2361.52,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,188,SMLW-144 x IITA 1878,TELA-08,CIMMYT and IITA,late,1,68,69,1,103,36,2,5,0.04,1,1,5,12.5,136.16,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,188,SMLW-144 x IITA 1878,TELA-08,CIMMYT and IITA,late,2,67,68,1,115,57,1.5,4,0.16,4,1,4,12.5,600.26,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,189,SMLW-144 x SAM 50 Male,TELA-09,CIMMYT and IITA,late,1,70,74,4,158,75,2,3,0.73,8,0.8,5,12.5,2679.22,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,189,SMLW-144 x SAM 50 Male,TELA-09,CIMMYT and IITA,late,2,70,74,4,63,63,2,3,0.08,2,0.5,4,12.5,286.59,3
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,190,SMLW-145 x IITA 1876,TELA-10,CIMMYT and IITA,late,1,64,69,5,165,82,2,2,1.37,11,1,3,7.4,5287.28,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,190,SMLW-145 x IITA 1876,TELA-10,CIMMYT and IITA,late,2,66,70,4,162,103,2,2.5,0.03,1,1,5,12.5,95.53,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,191,SMLW-145 x IITA 1878,TELA-11,CIMMYT and IITA,late,1,60,64,4,131,42,2.5,4,0.24,5,0.83,3.5,12.5,878.43,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,191,SMLW-145 x IITA 1878,TELA-11,CIMMYT and IITA,late,2,69,73,4,90,25,1.5,5,0.09,3,0.6,5,12.5,345.52,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,192,SMLW-145 x SAM 50 Male,TELA-12,CIMMYT and IITA,late,1,66,70,4,127,42,2,4,0.14,5,0.83,4,12.5,527.06,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,192,SMLW-145 x SAM 50 Male,TELA-12,CIMMYT and IITA,late,2,68,69,1,145,55,2.5,4,0.39,3,0.75,2,12.5,1425.99,3
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,193,SMLW-146 x IITA 1876,TELA-13,CIMMYT and IITA,late,1,67,71,4,196,85,2,3.5,0.3,7,1,5,11.5,1094.6,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,193,SMLW-146 x IITA 1876,TELA-13,CIMMYT and IITA,late,2,69,73,4,172,100,3,3.5,0.12,12,0.8,5,12.5,431.53,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,194,SMLW-146 x IITA 1878,TELA-14,CIMMYT and IITA,late,1,70,74,4,115,73,2,4,0.19,2,1,5,12.5,704.5,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,194,SMLW-146 x IITA 1878,TELA-14,CIMMYT and IITA,late,2,70,74,4,150,88,2,2,0.1,3,0.6,3,12.5,382.12,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,195,SMLW-146 x SAM 50 Male,TELA-15,CIMMYT and IITA,late,1,68,72,4,76,16,1.5,4.5,0.06,3,1.5,4.5,12.5,219.61,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,195,SMLW-146 x SAM 50 Male,TELA-15,CIMMYT and IITA,late,2,72,76,4,110,50,2,4,0.19,7,0.88,5,12.5,688.1,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,196,SMLW-147 x IITA 1876,TELA-16,CIMMYT and IITA,late,1,67,71,4,119,31,3,4,0.23,5,1,4,12.5,843.29,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,196,SMLW-147 x IITA 1876,TELA-16,CIMMYT and IITA,late,2,69,73,4,95,45,2,4.5,0.17,4,0.8,4.5,12.5,622.22,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,197,SMLW-147 x IITA 1878,TELA-17,CIMMYT and IITA,late,1,72,76,4,178,95,2,3,0.35,6,0.67,5,9.4,1309.76,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,197,SMLW-147 x IITA 1878,TELA-17,CIMMYT and IITA,late,2,65,69,4,118,82,2,3.5,0.07,2,0.4,5,12.5,266.82,2
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,198,SMLW-147 x SAM 50 Male,TELA-18,CIMMYT and IITA,late,1,65,69,4,142,75,2,3.5,0.09,3,1,5,12.5,317.11,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,198,SMLW-147 x SAM 50 Male,TELA-18,CIMMYT and IITA,late,2,65,69,4,122,80,2,3.5,0.03,3,1,5,12.5,118.92,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,199,SMLW-150 x IITA 1876,TELA-19,CIMMYT and IITA,late,1,68,72,4,137,46,2,4.5,0.04,1,0.33,5,12.5,140.55,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,199,SMLW-150 x IITA 1876,TELA-19,CIMMYT and IITA,late,2,70,74,4,95,30,2.5,4.5,0.13,4,0.8,5,12.5,464.1,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,200,SMLW-150 x IITA 1878,TELA-20,CIMMYT and IITA,late,1,69,73,4,99,26,2,4.5,0.03,1,1,5,12.5,109.8,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,200,SMLW-150 x IITA 1878,TELA-20,CIMMYT and IITA,late,2,62,66,4,148,60,2,3.5,0.41,10,1,3,12.5,1496.26,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,201,SMLW-150 x SAM 50 Male,TELA-21,CIMMYT and IITA,late,1,72,76,4,160,75,2,3.5,0.06,1,1,5,12.5,219.61,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,201,SMLW-150 x SAM 50 Male,TELA-21,CIMMYT and IITA,late,2,71,75,4,70,52,2,3,0.58,9,1,5,12.5,2118.12,3
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,202,SMLW-155 x IITA 1876,TELA-22,CIMMYT and IITA,late,1,64,68,4,165,73,2,3.5,0.22,5,0.71,5,12.5,812.55,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,202,SMLW-155 x IITA 1876,TELA-22,CIMMYT and IITA,late,2,66,70,4,157,90,2,3.5,0.04,5,0.5,5,12.5,132.42,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,203,SMLW-155 x IITA 1878,TELA-23,CIMMYT and IITA,late,1,66,70,4,71,11,1.5,5,0.02,1,0.5,5,12.5,87.84,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,203,SMLW-155 x IITA 1878,TELA-23,CIMMYT and IITA,late,2,69,73,4,121,40,1.5,3.5,0.07,2,2,5,12.5,253.28,2
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,204,SMLW-155 x SAM 50 Male,TELA-24,CIMMYT and IITA,late,1,69,73,4,131,46,2,4.5,0.34,7,0.88,3,12.5,1247.37,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,204,SMLW-155 x SAM 50 Male,TELA-24,CIMMYT and IITA,late,2,66,70,4,167,65,2,3.5,0.07,5,0.5,5,12.5,249.77,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,205,SMLW-156 x IITA 1876,TELA-25,CIMMYT and IITA,late,1,70,74,4,142,65,2,3.5,0.06,2,0.29,5,12.5,219.61,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,205,SMLW-156 x IITA 1876,TELA-25,CIMMYT and IITA,late,2,70,74,4,133,82,2,3.5,0.4,10,0.77,5,12.5,1472.47,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,206,SMLW-156 x IITA 1878,TELA-26,CIMMYT and IITA,late,1,72,76,4,195,95,2,2,0.48,5,0.71,5,7.9,1861.24,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,206,SMLW-156 x IITA 1878,TELA-26,CIMMYT and IITA,late,2,67,71,4,202,113,2,2,0.09,4,1,3,12.5,329.41,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,207,SMLW-156 x SAM 50 Male,TELA-27,CIMMYT and IITA,late,1,69,73,4,146,42,2,3.5,0.23,6,1,3.5,12.5,847.69,3
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,207,SMLW-156 x SAM 50 Male,TELA-27,CIMMYT and IITA,late,2,70,74,4,161,31,3,4.5,0.15,3,0.75,5,12.5,565.12,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,208,SMLW-157 x IITA 1876,TELA-28,CIMMYT and IITA,late,1,70,74,4,106,36,1.5,5,0.02,1,1,5,12.5,87.84,7
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,208,SMLW-157 x IITA 1876,TELA-28,CIMMYT and IITA,late,2,69,73,4,105,35,3,4.5,0.19,9,1.13,4,12.5,692.5,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,209,SMLW-157 x IITA 1878,TELA-29,CIMMYT and IITA,late,1,70,74,4,173,82,2,3,0.62,5,1,4,9.3,2345.59,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,209,SMLW-157 x IITA 1878,TELA-29,CIMMYT and IITA,late,2,69,73,4,163,75,2,2,0.29,10,0.71,3,12.5,1054.12,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,210,SMLW-157 x SAM 50 Male,TELA-30,CIMMYT and IITA,late,1,72,76,4,183,93,2,2.5,0.43,9,0.82,5,12.5,1585.57,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,210,SMLW-157 x SAM 50 Male,TELA-30,CIMMYT and IITA,late,2,68,72,4,152,98,2,3,0.17,7,0.54,5,12.5,606.12,3
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,211,SMLW-158 x IITA 1876,TELA-31,CIMMYT and IITA,Intermediate,1,67,71,4,124,44,2,3.5,0.07,4,1,5,12.5,254.75,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,211,SMLW-158 x IITA 1876,TELA-31,CIMMYT and IITA,Intermediate,2,69,73,4,142,45,3.5,4.5,0.24,7,0.88,5,12.5,872.58,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,212,SMLW-158 x IITA 1878,TELA-32,CIMMYT and IITA,Intermediate,1,68,72,4,157,57,2.5,4,0.09,8,1,4.5,12.5,346.98,5
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,212,SMLW-158 x IITA 1878,TELA-32,CIMMYT and IITA,Intermediate,2,71,75,4,107,33,2,4,0.12,2,1,5,12.5,442.14,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,213,SMLW-158 x SAM 50 Male,TELA-33,CIMMYT and IITA,Intermediate,1,72,76,4,151,82,2,3.5,0.37,6,0.86,4,7.9,1425.75,3
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,213,SMLW-158 x SAM 50 Male,TELA-33,CIMMYT and IITA,Intermediate,2,72,76,4,115,78,1,3.5,0.18,12,0.86,5,12.5,645.65,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,214,SMLW-160 x IITA 1876,TELA-34,CIMMYT and IITA,Intermediate,1,70,74,4,127,63,2,3,0.24,2,1,4,12.5,878.43,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,214,SMLW-160 x IITA 1876,TELA-34,CIMMYT and IITA,Intermediate,2,70,74,4,172,83,2,3.5,0.22,6,0.5,5,12.5,798.49,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,215,SMLW-160 x IITA 1878,TELA-35,CIMMYT and IITA,Intermediate,1,69,73,4,137,41,1.5,3.5,0.05,1,1,5,12.5,180.08,2
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,215,SMLW-160 x IITA 1878,TELA-35,CIMMYT and IITA,Intermediate,2,66,70,4,60,33,1.5,4.5,0.08,1,0.5,3.5,12.5,292.81,4
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,216,SMLW-160 x SAM 50 Male,TELA-36,CIMMYT and IITA,Intermediate,1,70,74,4,177,32,3,4.5,0.13,3,0.75,5,12.5,491.92,6
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,216,SMLW-160 x SAM 50 Male,TELA-36,CIMMYT and IITA,Intermediate,2,66,70,4,170,75,2,3,0.57,11,1,2.5,12.5,2084.81,3
2020,mokwa,Southern Guinea Savanna,rainy,Low-N,9.3,5.05,148,700,26.2,sandy loam,6,0.028,7,110,217,SMLW-162 x IITA 1876,TELA-37,CIMMYT and IITA,Intermediate,1,70,74,4,173,88,2,3,0.86,6,1.5,5,12.5,3162.35,4
